#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.18275    4.36386e-11      0.0524349      0.0729258       0.108437        6.54672        7.21258        4.19704
        1.17242    4.36521e-11      0.0500858      0.0812806       0.104677        6.39328        6.11909         5.3014
        1.20635    4.42019e-11      0.0537048      0.0822588       0.111095        5.88482        5.27079        6.12409
        1.20212     4.3777e-11      0.0576935       0.071491       0.108041         5.2343        2.77697         3.0001
         1.1982    4.37557e-11      0.0046058      0.0766107        0.12845        4.47165        1.70627        4.36994
        1.19779    4.39942e-11      0.0128744      0.0691018       0.119854        4.41126        1.32046        4.65449
        1.18778    4.39657e-11       0.012432      0.0730148        0.11815        4.56873        1.36856        4.71719
        1.19097    4.38573e-11      0.0215896      0.0722536       0.116531        5.16332        2.26677        3.19904
        1.17693     4.3699e-11      0.0125512      0.0784665       0.125665        4.53901         1.7124        5.58004
        1.20351    4.40416e-11     0.00456326      0.0806578       0.115402        4.65723        1.47612        4.89164
        1.19866    4.41761e-11     0.00279522      0.0838026       0.113136        4.14755        1.18682        4.94078
        1.19062    4.36121e-11     0.00953191      0.0768062       0.110086         4.1287       0.806367        5.09246
        1.18804    4.36421e-11     0.00183982      0.0719568       0.105796        4.08608       0.771256        4.97228
        1.18935    4.36882e-11     0.00027324      0.0819821        0.10153        4.04964       0.777989        5.19565
        1.18513    4.40039e-11     0.00287751      0.0794878       0.101211         3.4689       0.414094        6.66565
        1.19108    4.35706e-11     0.00244648      0.0692365       0.101443        3.75603       0.590786        6.92839
        1.19412    4.39226e-11     0.00858504      0.0693291       0.100531        3.83763       0.680962        6.63754
        1.19992    4.40964e-11     0.00233899      0.0811758      0.0994907        3.57213       0.566997        6.20932
        1.18983    4.38133e-11      0.0278772      0.0826274      0.0880324        3.98651       0.513011        6.98939
        1.19414    4.41297e-11      0.0335591      0.0792421      0.0933396        3.78211       0.829084        7.05192
        1.18677    4.36762e-11      0.0212495       0.071884       0.107405        3.94156        1.36604        5.26574
        1.19537    4.39117e-11      0.0665532       0.072814      0.0828271        3.81534        2.14968        2.62863
        1.19474     4.3978e-11      0.0535643      0.0865967      0.0986733        6.71912        1.95531        2.65056
        1.20342    4.42658e-11     0.00709211      0.0881182       0.116525        7.27757        2.97864        2.30751
        1.18536    4.38662e-11      0.0103531      0.0798595       0.121167        7.02144        3.11459        2.29709
        1.17105    4.32429e-11     0.00589438      0.0720168       0.130038        6.82602        5.13397        1.20425
        1.20976    4.43476e-11      0.0022458       0.071694       0.125852        6.94923        4.91267        1.55499
        1.18723    4.36861e-11      0.0327141       0.070314       0.125044        5.19322        2.44161        3.93864
        1.20446    4.40484e-11      0.0255348      0.0712537        0.12833        5.76939        3.00367         3.7435
        1.19687    4.41579e-11     0.00575467      0.0820698        0.13774        6.73206        5.31425        3.28845
        1.19513    4.40937e-11    0.000639474      0.0770132       0.132549         6.7743        5.45586        3.60152
        1.17234    4.35706e-11     0.00267433      0.0830741       0.125326        5.85967        3.35816        5.27357
        1.17747    4.36729e-11     0.00315741       0.085375       0.117373        4.61263        1.66181        7.68034
        1.17598    4.36876e-11      0.0337138      0.0815816       0.107371        4.96746        1.94763        9.43723
        1.18268    4.40073e-11      0.0330713      0.0809725        0.10706        5.22504        1.80588        8.36324
        1.17597    4.36753e-11      0.0312427      0.0812328      0.0988636        4.72644        1.46475        8.84506
        1.17119     4.3605e-11      0.0361823      0.0817874       0.102491        4.94642        1.79226        8.56202
        1.18703     4.3765e-11      0.0311718      0.0743261       0.100581        4.64238        1.20577        9.18994
         1.1828    4.38649e-11      0.0476486      0.0761323      0.0973921        5.26026        2.81619        6.91579
        1.18249    4.36567e-11      0.0491173       0.075223       0.106067        6.41225        3.59544        2.85422
        1.19485    4.40592e-11      0.0420761      0.0758258       0.102748        5.99063        2.65091         3.4652
        1.18427    4.38758e-11      0.0178479      0.0764967       0.116623        6.28044        2.47103        1.96148
        1.18035    4.37041e-11      0.0191783      0.0783352       0.118851        5.35355        2.18368        4.87209
        1.16885    4.34052e-11      0.0188396      0.0820162       0.123214         6.9131        4.24654        2.20201
         1.1858    4.39477e-11       0.015325      0.0737385       0.122949        6.80823        3.60929        2.23154
        1.18651    4.37348e-11      0.0447445      0.0777121       0.106164        6.96147        4.44391        2.84312
        1.17982    4.35865e-11      0.0114504       0.078458       0.128686        6.66346        5.61795        3.56653
        1.18854    4.39234e-11    0.000570734      0.0825312       0.137445        6.78116        5.63656        2.99335
         1.1876    4.38745e-11      0.0104491      0.0820651       0.128602         6.5528        4.93654         3.9281
        1.18839    4.39912e-11     0.00822405      0.0787805       0.131221        6.18434        3.19902        2.54506
        1.19029    4.39043e-11     0.00114889      0.0724042       0.131713        6.19753        3.38486        2.98803
        1.17791     4.3701e-11      0.0257578      0.0765881       0.114469        6.03724        1.02643        1.69747
        1.19293    4.39756e-11      0.0312088      0.0765723       0.115051        6.79271        1.16431        2.20846
        1.18414    4.38236e-11     0.00401569      0.0765804       0.119932        6.34343      0.0274286        2.12567
        1.18822    4.40757e-11      0.0578068       0.076645      0.0850711        6.21039        4.82508        7.60049
        1.18521    4.37288e-11      0.0708575      0.0737162      0.0852422        6.09972        5.02413        6.92637
        1.17424    4.36015e-11      0.0736777      0.0764215      0.0877785        6.61582         7.5817        9.82184
        1.17586    4.37775e-11      0.0732839      0.0749372       0.079044        5.77496        7.58862        9.97948
        1.19301    4.37506e-11      0.0670284      0.0648387      0.0935699        4.96543        4.72054        9.21398
         1.1852      4.385e-11      0.0593543      0.0688531         0.1009        6.10719        3.88951        2.87812
        1.18287    4.37361e-11      0.0307841      0.0756454       0.113751        6.88313        2.81288        1.62129
        1.20462    4.41509e-11      0.0130539      0.0863985       0.115643        6.16437        2.93623        5.41625
        1.16677    4.38356e-11      0.0236785      0.0873392       0.113779        5.43844        2.55898        7.88462
        1.17192     4.3853e-11      0.0025144      0.0840667       0.121744        4.91746        1.99578        8.95297
           1.17    4.33889e-11      0.0173996      0.0835977       0.113549        5.13901        2.05061         9.6026
        1.19511    4.40664e-11      0.0450755      0.0770284      0.0939068        5.12058        2.39544        9.57432
        1.18884    4.40603e-11      0.0422863      0.0791916        0.10268        5.38376        2.25752        9.84594
        1.18212    4.38476e-11     0.00472427      0.0814918       0.126437         4.7905        1.75037        9.43437
